metric,mean,std,ci95
rmse,0.02928157629921001,0.0003101527865318283,0.00035097091779636466
mae,0.0185369504928742,0.0001890686225384743,0.0002139512874310838
r2,0.8529865801542904,0.0031050891515345346,0.0035137391526926503
