metric,mean,std,ci95
rmse,0.038342085953094095,0.0018593286373574354,0.002104028423008979
mae,0.02674794359358194,0.0012176740429857835,0.0013779278955460016
r2,0.7475546428117964,0.024592481814571274,0.02782901295154006
