neighbor_count,split,rmse,mae,r2
5,val,0.040096256940712914,0.028046036215874846,0.7347842785705254
5,test,0.04033778043117228,0.028039767970535607,0.7210286592943682
9,val,0.038345910252742074,0.026570023329074686,0.7574341249524396
9,test,0.03802980829062884,0.02658278332584235,0.7520387217320739
13,val,0.037362450148808624,0.02569639848565103,0.7697167780848371
13,test,0.03665866913748116,0.025621279484367866,0.769596547408947
