split,runs,RMSE_mean,RMSE_std,RMSE_ci95,MAE_mean,MAE_std,MAE_ci95,R2_mean,R2_std,R2_ci95
test,1,0.02952598786732661,0.0,0.0,0.018328858429886692,0.0,0.0,0.8573219775283523,0.0,0.0
