seed,split,rmse,mae,r2
42,val,0.06205146594233635,0.05043497008916696,0.44377128199137406
42,test,0.05474477200023792,0.04471952670750757,0.464111503116437
52,val,0.06187450744468261,0.05055467324972813,0.44693926670271666
52,test,0.06099233513025124,0.05090165716229511,0.3348192784498263
62,val,0.062304402218546474,0.051043068516153756,0.43922740338899724
62,test,0.06060478934491685,0.0505586723183293,0.3432455500826095
