metric,mean,std,ci95
rmse,0.029770203589833937,9.429430304962241e-05,8.26526008318892e-05
mae,0.018265291154705182,0.00015828321653502502,0.00013874135649289679
r2,0.8480493055555834,0.0009623631507973059,0.0008435484942956735
