split,runs,RMSE_mean,RMSE_std,RMSE_ci95,MAE_mean,MAE_std,MAE_ci95,R2_mean,R2_std,R2_ci95
test,1,0.024257917319788866,0.0,0.0,0.01629110245739449,0.0,0.0,0.9036764713280676,0.0,0.0
