feature_group,experiment,rmse_mean,rmse_std,rmse_ci95,mae_mean,mae_std,mae_ci95,r2_mean,r2_std,r2_ci95,rmse_gain_vs_baseline,relative_rmse_gain_pct_vs_baseline,rmse_gap_from_best
full_multiscale,full_multiscale__strong,0.0291223457131665,0.0002188068281359,0.000191792641128,0.018647377742518,0.0001091981687117,9.57164150771378e-05,0.8545854334818748,0.0021912754532166,0.001920737621361,0.00046573084672599935,1.5740490794772077,0.0
baseline_limited,baseline_limited__strong,0.0295880765598925,6.892104254624403e-05,6.041195739571428e-05,0.018358580619615,0.0001024367959946,8.97898105825585e-05,0.8499033681050104,0.0006994444059968,0.00061309005341,0.0,0.0,0.00046573084672599935
short_lags,short_lags__strong,0.0296760570460358,0.000183910540065,0.0001612046959907,0.0182745567740113,0.0001756090220029,0.000153928094579,0.8490054291088821,0.0018721009425029,0.0016409688275257,-8.798048614330062e-05,-0.2973511507759201,0.0005537113328693
short_plus_medium,short_plus_medium__strong,0.0297702035898339,9.42943030496224e-05,8.26526008318892e-05,0.0182652911547051,0.000158283216535,0.0001387413564928,0.8480493055555834,0.0009623631507973,0.0008435484942956,-0.00018212702994140073,-0.6155419720262562,0.0006478578766674001
