metric,mean,std,ci95
rmse,0.028805915154433277,0.00017400410270291473,0.00019690417844982913
mae,0.01798431124664664,6.810160175183321e-05,7.706421708318456e-05
r2,0.857731250901257,0.0017212119892171531,0.001947734722401592
