seed,split,rmse,mae,r2
42,val,0.027648469892309263,0.018487918461678042,0.8738945653088068
42,test,0.028673220394947206,0.017955557444877486,0.8590423859122052
52,val,0.028190176925403487,0.018598707981296373,0.8689046754545438
52,test,0.02900292049742826,0.01806207381092627,0.855782136160803
62,val,0.027866378330953814,0.01833952459383479,0.8718989592877078
62,test,0.02874160457092437,0.017935302484136172,0.8583692306307631
