seed,split,rmse,mae,r2
42,val,0.026578486085736843,0.017263399558942894,0.8834661540676577
42,test,0.028901293662673924,0.018195960091888504,0.8567910502006686
52,val,0.026759868517671776,0.01742706196920792,0.8818701777790572
52,test,0.028811542788183313,0.01826692908817368,0.8576791191846601
62,val,0.02615626524239948,0.01703495731117382,0.8871392153238599
62,test,0.02868360462545852,0.01789324389244177,0.8589402696246994
