metric,mean,std,ci95
rmse,0.029406657040322234,6.926780229236839e-05,7.838389722735842e-05
mae,0.01875205810062371,0.00014856188276878178,0.00016811359629543264
r2,0.8517384576205583,0.0006981423266415499,0.0007900224140295741
