seed,split,rmse,mae,r2
42,val,0.02688638718113452,0.017653159477964298,0.880750519203884
42,test,0.02942613605877932,0.018642986345695303,0.8515425243222342
52,val,0.027551127550810274,0.018129696687534197,0.8747809643938929
52,test,0.029464099778111603,0.018691928607467868,0.8511592165355617
62,val,0.026850027812588138,0.017599889180622403,0.8810728313124989
62,test,0.029329735284075776,0.018921259348707965,0.8525136320038791
