seed,split,rmse,mae,r2
42,val,0.030984359356608655,0.018393979995350074,0.8317883909831808
42,test,0.027716977096995898,0.018965099254154256,0.8813807079120964
52,val,0.03127831918180232,0.019034222839008776,0.8285814814868573
52,test,0.027674331408459346,0.019012460119746992,0.8817454453618807
62,val,0.03157515810626157,0.01913506889974393,0.8253124351089741
62,test,0.027738867857112097,0.01902424339912338,0.8811932638140139
