metric,mean,std,ci95
rmse,0.04085994446076987,0.002074170897029388,0.0023471453264606013
mae,0.028522233964935768,0.0012450535088892492,0.0014089106778848845
r2,0.7132677252482006,0.02924408886619179,0.03309280185503829
