neighbor_count,split,rmse,mae,r2
5,val,0.04303272730957354,0.030621256665022602,0.6945153850383028
5,test,0.043086346699425265,0.029863107436786322,0.6817159044685519
9,val,0.04136221576969655,0.028960771604032466,0.7177725891618167
9,test,0.04051129204091551,0.028300909675245293,0.7186235258626712
13,val,0.0404182053534119,0.0280389079179494,0.730508139854958
13,test,0.03898219464196883,0.027402684782775685,0.7394637454133786
