seed,split,rmse,mae,r2
42,val,0.027357820356927545,0.018621177699440595,0.8765319506564668
42,test,0.029260038136402673,0.018898984002694158,0.8532137518971462
52,val,0.027003501301101438,0.01859274467753532,0.8797093815724824
52,test,0.029428343041890796,0.019296547066104442,0.8515202546346555
62,val,0.027871686623378626,0.018732455383874937,0.8718501504656462
62,test,0.028694314862691625,0.018516693836508783,0.8588349087222957
