metric,mean,std,ci95
rmse,0.029127565346995028,0.0003845271406737025,0.00043513342243021134
mae,0.018904074968435793,0.0003899515397800498,0.0004412717078673248
r2,0.8545229717513658,0.003829044734064882,0.004332972015584899
