metric,mean,std,ci95
rmse,0.029676057046035886,0.00018391054006501226,0.00016120469599071384
mae,0.01827455677401138,0.00017560902200293058,0.00015392809457903713
r2,0.8490054291088821,0.0018721009425029223,0.0016409688275257602
