run,seed,split,RMSE,MAE,R2
1,42,val,0.07923532584821005,0.06202584132552147,-0.05114579200744629
1,42,test,0.08818431106224947,0.07460304349660873,-0.24347352981567383
2,52,val,0.07831795824465172,0.06249339506030083,-0.02694690227508545
2,52,test,0.08806342516041547,0.07356537878513336,-0.2400667667388916
3,62,val,0.07934256327358737,0.06102270632982254,-0.05399298667907715
3,62,test,0.09482942973471438,0.08165962994098663,-0.4379380941390991
