seed,split,rmse,mae,r2
42,val,0.032209414914383956,0.02033179982192753,0.8182239780393198
42,test,0.027377864860533403,0.019168856875427707,0.8842655231581644
52,val,0.030496943225679602,0.01802371266171145,0.8370390507931361
52,test,0.027245408765260756,0.018657917646801584,0.8853826777485243
62,val,0.030682441136415443,0.01844483628924918,0.8350505990850228
62,test,0.025966301757729283,0.01788505781425478,0.8958920723726825
