station,split,rmse,mae,r2
Gevenich,val,0.13370540250440843,0.11159720237362328,-2.341772124083486
Gevenich,test,0.29029209631991293,0.2738012054936187,-11.381069532760412
Merzenhausen,val,0.16028988422548335,0.1398082589793026,-2.5706112955226668
Merzenhausen,test,0.25158884090604217,0.23909098151364486,-13.107886348664968
