metric,mean,std,ci95
rmse,0.27094046861297755,0.027367334357142975,0.037929190305593344
mae,0.2564460935036318,0.024543834752743413,0.034016019500374355
r2,-12.24447794071269,1.2210438803930734,1.6922804795864648
