metric,mean,std,ci95
rmse,0.029122345713166554,0.00021880682813595092,0.0001917926411280151
mae,0.018647377742518064,0.00010919816871176832,9.57164150771378e-05
r2,0.8545854334818748,0.0021912754532166547,0.001920737621361087
