metric,mean,std,ci95
rmse,0.02958807655989252,6.892104254624403e-05,6.0411957395714283e-05
mae,0.018358580619615032,0.00010243679599460757,8.97898105825585e-05
r2,0.8499033681050104,0.0006994444059968417,0.0006130900534100326
