feature_group,rmse_mean,rmse_std,rmse_ci95,mae_mean,mae_std,mae_ci95,r2_mean,r2_std,r2_ci95
full_multiscale,0.0284718371518894,0.0003356418552975,0.0002942030577794,0.0172290507771423,0.0002020083681123,0.0001770681417042,0.860999981922351,0.0032658972271584,0.0028626851373221
baseline_limited,0.0285965298190053,0.0001205846769298,0.0001056971295867,0.0174196042974723,9.426970263044626e-05,8.263103761374448e-05,0.8597934052318085,0.0011814479875795,0.0010355848207463
short_lags,0.028682877698138,5.0543749826060726e-05,4.430355009593546e-05,0.0174355218760972,0.0001163536420237,0.0001019884639739,0.8589470688779919,0.0004969175471849,0.0004355674345694
short_plus_medium,0.0287877163409752,0.0001877196079771,0.0001645434912254,0.0175555004894028,0.0001926606746204,0.0001688745270966,0.8579095803750085,0.0018499903433925,0.0016215880328931
full_multiscale__strong,0.0291223457131665,0.0002188068281359,0.000191792641128,0.018647377742518,0.0001091981687117,9.57164150771378e-05,0.8545854334818748,0.0021912754532166,0.001920737621361
baseline_limited__strong,0.0295880765598925,6.892104254624403e-05,6.041195739571428e-05,0.018358580619615,0.0001024367959946,8.97898105825585e-05,0.8499033681050104,0.0006994444059968,0.00061309005341
short_lags__strong,0.0296760570460358,0.000183910540065,0.0001612046959907,0.0182745567740113,0.0001756090220029,0.000153928094579,0.8490054291088821,0.0018721009425029,0.0016409688275257
short_plus_medium__strong,0.0297702035898339,9.42943030496224e-05,8.26526008318892e-05,0.0182652911547051,0.000158283216535,0.0001387413564928,0.8480493055555834,0.0009623631507973,0.0008435484942956
