time,soil_moisture,lag_1,lag_2,lag_3,lag_7,lag_14,lag_30,rolling_mean_7,rolling_std_7,rolling_mean_14,target_3day
2003-04-09,0.32713112,0.32856452,0.33099246,0.3321794,0.3402111,0.32981497,0.36514446,0.3345186582633427,0.006886027194024026,0.33141429509435383,0.32530826
2003-04-10,0.325308,0.32713112,0.32856452,0.33099246,0.3465013,0.32963035,0.3619225,0.3314910445894514,0.005189604111219365,0.33110555580684115,0.32208437
2003-04-11,0.32439023,0.325308,0.32713112,0.32856452,0.33998704,0.3262088,0.36269432,0.3292629293033055,0.0041848946956310595,0.3309756581272398,0.31856343
2003-04-12,0.32530826,0.32439023,0.325308,0.32713112,0.33627477,0.32281047,0.36224538,0.32769628507750376,0.00301033983613103,0.331154071858951,0.31569842
2003-04-13,0.32208437,0.32530826,0.32439023,0.325308,0.3321794,0.32578763,0.3563818,0.3262541379247393,0.0029214631757190526,0.3308895528316498,0.3115068
2003-04-14,0.31856343,0.32208437,0.32530826,0.32439023,0.33099246,0.3280602,0.35294527,0.3244785623891013,0.0033125083639444462,0.3302112115280969,0.30692893
2003-04-15,0.31569842,0.31856343,0.32208437,0.32530826,0.32856452,0.32546097,0.35125837,0.32264054673058645,0.004134893366084103,0.329513886145183,0.30184558
2003-04-16,0.3115068,0.31569842,0.31856343,0.32208437,0.32713112,0.3402111,0.3484115,0.32040850179536,0.00534641250164272,0.3274635800293514,0.29817146
2003-04-17,0.30692893,0.3115068,0.31569842,0.31856343,0.325308,0.3465013,0.34632105,0.3177829214504787,0.006842791879428443,0.324636983019965,0.29881468
2003-04-18,0.30184558,0.30692893,0.3115068,0.31569842,0.32439023,0.33998704,0.344059,0.3145622568471091,0.008353405716345338,0.3219125930752073,0.29545274
2003-04-19,0.29817146,0.30184558,0.30692893,0.3115068,0.32530826,0.33627477,0.34098947,0.3106855707509177,0.008819079720571284,0.3191909279142107,0.29196683
2003-04-20,0.29881468,0.29817146,0.30184558,0.30692893,0.32208437,0.3321794,0.33839256,0.307361330304827,0.008167908415765219,0.31680773411478313,0.2887346
2003-04-21,0.29545274,0.29881468,0.29817146,0.30184558,0.31856343,0.33099246,0.33648095,0.30405980348587036,0.007531214754236307,0.31426918293748585,0.28438652
2003-04-22,0.29196683,0.29545274,0.29881468,0.29817146,0.31569842,0.32856452,0.33525813,0.30066957644053866,0.006716181086765863,0.31165506158556255,0.28116542
2003-04-23,0.2887346,0.29196683,0.29545274,0.29881468,0.3115068,0.32713112,0.33377004,0.29741640601839336,0.006076710051973978,0.3089124539068767,0.279265
2003-04-24,0.28438652,0.2887346,0.29196683,0.29545274,0.30692893,0.325308,0.3315655,0.2941960607256208,0.006167845981759349,0.30598949108804974,0.2787972
2003-04-25,0.28116542,0.28438652,0.2887346,0.29196683,0.30184558,0.32439023,0.32981497,0.29124175224985394,0.00681225360947659,0.30290200454848154,0.27665985
2003-04-26,0.279265,0.28116542,0.28438652,0.2887346,0.29817146,0.32530826,0.32963035,0.2885408273765019,0.007334824338862392,0.2996131990637098,0.2745397
2003-04-27,0.2787972,0.279265,0.28116542,0.28438652,0.29881468,0.32208437,0.3262088,0.28568118810653687,0.006518449356767062,0.29652125920568195,0.2758842
2003-04-28,0.27665985,0.2787972,0.279265,0.28116542,0.29545274,0.31856343,0.32281047,0.2829964884689876,0.005633073686122391,0.293528145977429,0.27678743
2003-04-29,0.2745397,0.27665985,0.2787972,0.279265,0.29196683,0.31569842,0.32578763,0.28050690037863596,0.004796751329195358,0.2905882384095873,0.27257508
2003-04-30,0.2758842,0.2745397,0.27665985,0.2787972,0.2887346,0.3115068,0.3280602,0.27867112840924946,0.003369878828626323,0.2880437672138214,0.2699471
2003-05-01,0.27678743,0.2758842,0.2745397,0.27665985,0.28438652,0.30692893,0.32546097,0.2775855447564806,0.0022645722710590557,0.2858908027410507,0.26700863
2003-05-02,0.27257508,0.27678743,0.2758842,0.2745397,0.28116542,0.30184558,0.3402111,0.27635835324014935,0.002327980936248959,0.28380005274500164,0.26303214
2003-05-03,0.2699471,0.27257508,0.27678743,0.2758842,0.279265,0.29817146,0.3465013,0.27502722825322834,0.0029656145403230243,0.2817840278148651,0.2583996
2003-05-04,0.26700863,0.2699471,0.27257508,0.27678743,0.2787972,0.29881468,0.33998704,0.27334314584732056,0.0037193504150874533,0.2795121669769287,0.2534974
2003-05-05,0.26303214,0.26700863,0.2699471,0.27257508,0.27665985,0.29545274,0.33627477,0.2713963304247175,0.005029697584690597,0.27719640944685253,0.2522666
2003-05-06,0.2583996,0.26303214,0.26700863,0.2699471,0.2745397,0.29196683,0.3321794,0.2690906013761248,0.006752856981118261,0.27479875087738037,0.27573973
2003-05-07,0.2534974,0.2583996,0.26303214,0.26700863,0.2758842,0.2887346,0.33099246,0.2658924843583788,0.008154812946887888,0.2722818063838141,0.30011955
2003-05-08,0.2522666,0.2534974,0.2583996,0.26303214,0.27678743,0.28438652,0.32856452,0.2623895066125052,0.007959011064899145,0.2699875256844929,0.29361832
2003-05-09,0.27573973,0.2522666,0.2534974,0.2583996,0.27257508,0.28116542,0.32713112,0.2628415993281773,0.008690291166423144,0.2695999762841633,0.29033357
2003-05-10,0.30011955,0.27573973,0.2522666,0.2534974,0.2699471,0.279265,0.325308,0.2671519475323813,0.01664447096152836,0.27108958789280485,0.29858193
2003-05-11,0.29361832,0.30011955,0.27573973,0.2522666,0.26700863,0.2787972,0.32439023,0.2709533316748483,0.01941445011332813,0.2721482387610844,0.31827182
2003-05-12,0.29033357,0.29361832,0.30011955,0.27573973,0.26303214,0.27665985,0.32530826,0.2748535360608782,0.020280912111438558,0.27312493324279785,0.3261621
2003-05-13,0.29858193,0.29033357,0.29361832,0.30011955,0.2583996,0.2745397,0.32208437,0.28059386781283785,0.02053264586842608,0.2748422345944813,0.3206676
2003-05-14,0.31827182,0.29858193,0.29033357,0.29361832,0.2534974,0.2758842,0.31856343,0.28984735693250385,0.020878843398437884,0.2778699206454413,0.31339365
2003-05-15,0.3261621,0.31827182,0.29858193,0.29033357,0.2522666,0.27678743,0.31569842,0.30040385893412996,0.017038802108636796,0.2813966827733176,0.3243397
2003-05-16,0.3206676,0.3261621,0.31827182,0.29858193,0.27573973,0.27257508,0.3115068,0.3068221254008157,0.014467580731235802,0.2848318623644965,0.34933835
2003-05-17,0.31339365,0.3206676,0.3261621,0.31827182,0.30011955,0.2699471,0.30692893,0.3087184258869716,0.014311732379657778,0.2879351867096765,0.35721558
2003-05-18,0.3243397,0.31339365,0.3206676,0.3261621,0.29361832,0.26700863,0.30184558,0.3131071925163269,0.013602302893966453,0.2920302620955876,0.353509
2003-05-19,0.34933835,0.3243397,0.31339365,0.3206676,0.29033357,0.26303214,0.29817146,0.3215364473206656,0.01531245979176799,0.2981949916907719,0.3480287
2003-05-20,0.35721558,0.34933835,0.3243397,0.31339365,0.29858193,0.2583996,0.29881468,0.32991268379347666,0.016642265353199074,0.30525327580315725,0.34153128
2003-05-21,0.353509,0.35721558,0.34933835,0.3243397,0.31827182,0.2534974,0.29545274,0.3349465685231345,0.01782174120671237,0.3123969627278192,0.3334579
2003-05-22,0.3480287,0.353509,0.35721558,0.34933835,0.3261621,0.2522666,0.29196683,0.33807036706379484,0.017941362541013625,0.3192371129989624,0.32371333
2003-05-23,0.34153128,0.3480287,0.353509,0.35721558,0.3206676,0.27573973,0.2887346,0.3410508930683136,0.016218773076830804,0.32393650923456463,0.31965998
2003-05-24,0.3334579,0.34153128,0.3480287,0.353509,0.31339365,0.30011955,0.28438652,0.3439172123159681,0.011644110655961284,0.32631781910146984,0.3169769
2003-05-25,0.32371333,0.3334579,0.34153128,0.3480287,0.3243397,0.29361832,0.28116542,0.34382773297173636,0.011820696043960913,0.32846746274403166,0.30825964
2003-05-26,0.31965998,0.32371333,0.3334579,0.34153128,0.34933835,0.29033357,0.279265,0.33958796518189566,0.01452731425561416,0.33056220625128063,0.30135685
2003-05-27,0.3169769,0.31965998,0.32371333,0.3334579,0.35721558,0.29858193,0.2787972,0.3338395825454167,0.014349662966026784,0.3318761331694467,0.2940107
2003-05-28,0.30825964,0.3169769,0.31965998,0.32371333,0.353509,0.31827182,0.27665985,0.32737538644245695,0.014203423701193795,0.3311609774827957,0.29246897
2003-05-29,0.30135685,0.30825964,0.3169769,0.31965998,0.3480287,0.3261621,0.2745397,0.32070798107555937,0.01384225781293144,0.3293891740696771,0.2934235
2003-05-30,0.2940107,0.30135685,0.30825964,0.3169769,0.34153128,0.3206676,0.2758842,0.31391932708876474,0.013578064957000069,0.32748511007853914,0.2838116
2003-05-31,0.29246897,0.2940107,0.30135685,0.30825964,0.3334579,0.31339365,0.27678743,0.30806376678603037,0.012546796961338492,0.32599048955099924,0.27568662
2003-06-01,0.2934235,0.29246897,0.2940107,0.30135685,0.32371333,0.3243397,0.27257508,0.30373664838927134,0.011422882074278646,0.32378219068050385,0.26919186
2003-06-02,0.2838116,0.2934235,0.29246897,0.2940107,0.31965998,0.34933835,0.2699471,0.29861545136996676,0.011126259919160502,0.3191017082759312,0.26294762
2003-06-03,0.27568662,0.2838116,0.2934235,0.29246897,0.3169769,0.35721558,0.26700863,0.29271683948380606,0.01070665572158233,0.3132782110146114,0.25754327
2003-06-04,0.26919186,0.27568662,0.2838116,0.2934235,0.30825964,0.353509,0.26303214,0.28713572876793997,0.011413437690811533,0.30725555760519846,0.2539075
2003-06-05,0.26294762,0.26919186,0.27568662,0.2838116,0.30135685,0.3480287,0.2583996,0.2816486954689026,0.012607345260080106,0.30117833827223095,0.25581205
2003-06-06,0.25754327,0.26294762,0.26919186,0.27568662,0.2940107,0.34153128,0.2534974,0.2764390621866499,0.01409457098099546,0.2951791946377073,0.25625145
2003-06-07,0.2539075,0.25754327,0.26294762,0.26919186,0.29246897,0.3334579,0.2522666,0.2709302817072187,0.01431915024473576,0.28949702424662455,0.24985416
2003-06-08,0.25581205,0.2539075,0.25754327,0.26294762,0.2934235,0.32371333,0.27573973,0.2655572167464665,0.011185969805468635,0.28464693256786894,0.25061965
2003-06-09,0.25625145,0.25581205,0.2539075,0.25754327,0.2838116,0.31965998,0.30011955,0.2616200532232012,0.00812015464075785,0.280117752296584,0.25332707
2003-06-10,0.24985416,0.25625145,0.25581205,0.2539075,0.27568662,0.3169769,0.29361832,0.25792970189026426,0.006335856404155335,0.27532327068703516,0.24677598
2003-06-11,0.25061965,0.24985416,0.25625145,0.25581205,0.26919186,0.30825964,0.29033357,0.25527652885232655,0.004438163980327581,0.27120612881013323,0.24643621
2003-06-12,0.25332707,0.25061965,0.24985416,0.25625145,0.26294762,0.30135685,0.29858193,0.2539021649530956,0.0028843377074328,0.2677754302109991,0.2465938
2003-06-13,0.24677598,0.25332707,0.25061965,0.24985416,0.25754327,0.2940107,0.31827182,0.25236398194517407,0.0034370336985174153,0.264401522065912,0.24295864
2003-06-14,0.24643621,0.24677598,0.25332707,0.25061965,0.2539075,0.29246897,0.3261621,0.25129665434360504,0.003992929821482696,0.26111346802541185,0.23812647
2003-06-15,0.2465938,0.24643621,0.24677598,0.25332707,0.25581205,0.2934235,0.3206676,0.24997976209436143,0.0037693835937333926,0.25776848942041397,0.2521654
2003-06-16,0.24295864,0.2465938,0.24643621,0.24677598,0.25625145,0.2838116,0.31339365,0.24808078791413987,0.003414891313432276,0.2548504205686705,0.28017583
2003-06-17,0.23812647,0.24295864,0.2465938,0.24643621,0.24985416,0.27568662,0.3243397,0.2464054035288947,0.004937341759506629,0.25216755270957947,0.29134026
2003-06-18,0.2521654,0.23812647,0.24295864,0.2465938,0.25061965,0.26919186,0.34933835,0.24662622596536363,0.0051855647557678365,0.2509513774088451,0.2878899
2003-06-19,0.28017583,0.2521654,0.23812647,0.24295864,0.25332707,0.26294762,0.35721558,0.2504617635692869,0.013778219383039313,0.2521819642611912,0.27684107
2003-06-20,0.29134026,0.28017583,0.2521654,0.23812647,0.24677598,0.25754327,0.353509,0.2568280888455255,0.02046457075607483,0.25459603539534975,0.2689939
2003-06-21,0.2878899,0.29134026,0.28017583,0.2521654,0.24643621,0.2539075,0.3480287,0.262750044465065,0.022818668630613558,0.257023349404335,0.26193315
2003-06-22,0.27684107,0.2878899,0.29134026,0.28017583,0.2465938,0.25581205,0.34153128,0.26707108318805695,0.02210197270924427,0.2585254226412092,0.2546621
2003-06-23,0.2689939,0.27684107,0.2878899,0.29134026,0.24295864,0.25625145,0.3334579,0.27079040876456667,0.019392595804662224,0.2594355983393533,0.24820876
2003-06-24,0.26193315,0.2689939,0.27684107,0.2878899,0.23812647,0.24985416,0.32371333,0.27419136251722065,0.014065261631614942,0.2602983830230577,0.24294305
2003-06-25,0.2546621,0.26193315,0.2689939,0.27684107,0.2521654,0.25061965,0.31965998,0.27454803245408194,0.013430987346792005,0.26058712920972277,0.23775117
2003-06-26,0.24820876,0.2546621,0.26193315,0.2689939,0.28017583,0.25332707,0.3169769,0.2699813076428005,0.016322013495248425,0.26022153560604366,0.23482653
2003-06-27,0.24294305,0.24820876,0.2546621,0.26193315,0.29134026,0.24677598,0.30825964,0.2630674200398581,0.016014047974185174,0.2599477544426918,0.23103341
2003-06-28,0.23775117,0.24294305,0.24820876,0.2546621,0.2878899,0.24643621,0.30135685,0.2559047447783606,0.014167615885675906,0.25932739462171284,0.22963408
2003-06-29,0.23482653,0.23775117,0.24294305,0.24820876,0.27684107,0.2465938,0.2940107,0.2499026677438191,0.012636683210653027,0.258486875465938,0.23536468
2003-06-30,0.23103341,0.23482653,0.23775117,0.24294305,0.2689939,0.24295864,0.29246897,0.24447973924023764,0.011134260386726533,0.25763507400240215,0.24252334
2003-07-01,0.22963408,0.23103341,0.23482653,0.23775117,0.26193315,0.23812647,0.2934235,0.23986558616161346,0.009224694196140438,0.25702847433941706,0.25663587
