metric,mean,std,ci95
rmse,0.02859652981900538,0.00012058467692987722,0.00010569712958674199
mae,0.017419604297472347,9.426970263044626e-05,8.263103761374448e-05
r2,0.8597934052318085,0.0011814479875795012,0.001035584820746372
