iter	RMSE
263	0.01927111727
264	0.01925430465
265	0.01922121112
266	0.01920833307
267	0.01918500702
268	0.01915322533
269	0.01913666063
270	0.01911297239
271	0.0190906451
272	0.01905327011
273	0.01903733599
274	0.01901590181
275	0.01899587867
276	0.01897114227
277	0.01894239488
278	0.01891810228
279	0.01889850232
280	0.0188763395
281	0.01884700068
282	0.01882350324
283	0.0188092936
284	0.01877158019
285	0.01874368147
286	0.01872669079
287	0.01870651999
288	0.01869735039
289	0.0186800593
290	0.018662457
291	0.01863610458
292	0.01860665333
293	0.01857810791
294	0.01855918398
295	0.01852027767
296	0.01849846929
297	0.01846356115
298	0.01842804562
299	0.0183940897
300	0.01836525608
301	0.0183245405
302	0.01830039565
303	0.01828520438
304	0.01825976222
305	0.01823495807
306	0.01820459579
307	0.01816614448
308	0.01815167446
309	0.0181253225
310	0.01808601162
311	0.01807237561
312	0.01804694037
313	0.01800268282
314	0.01798069087
315	0.0179649111
316	0.01793162248
317	0.01791791223
318	0.01790357903
319	0.0178954327
320	0.01788305161
321	0.01784002492
322	0.0178265983
323	0.01781022399
324	0.01777891367
325	0.0177472806
326	0.01771391884
327	0.01770085666
328	0.01769289244
329	0.01766888857
330	0.01766019173
331	0.01763111241
332	0.01759792561
333	0.01756964798
334	0.0175485906
335	0.01751681337
336	0.01748289348
337	0.01745617382
338	0.01743587842
339	0.01740792185
340	0.01739062556
341	0.01737007932
342	0.01734027156
343	0.01731073455
344	0.01729804123
345	0.01727727655
346	0.01726564257
347	0.01724103828
348	0.01723073088
349	0.01722303236
350	0.01720730415
351	0.01719042505
352	0.01716968226
353	0.01713840624
354	0.01712100135
355	0.01709098561
356	0.0170554729
357	0.01703207009
358	0.0170225663
359	0.01699785844
360	0.01698156061
361	0.01696087825
362	0.01694214399
363	0.01692633339
364	0.01690978694
365	0.01688799434
366	0.01687304603
367	0.01686035526
368	0.01683914883
369	0.0168164444
370	0.01679036331
371	0.0167761658
372	0.01676879802
373	0.0167570651
374	0.01673471848
375	0.01671057903
376	0.01669443235
377	0.01668812337
378	0.01668193807
379	0.01666670666
380	0.01663820409
381	0.01662360807
382	0.01661285834
383	0.01660445556
384	0.01658993749
385	0.0165740749
386	0.01654354097
387	0.01653260065
388	0.01651009869
389	0.01650083881
390	0.01648899854
391	0.01645686375
392	0.0164325265
393	0.01641101624
394	0.01639192852
395	0.01637929841
396	0.01635667166
397	0.0163436332
398	0.01632855813
399	0.01631843822
400	0.0163034214
401	0.0162870645
402	0.01627606255
403	0.01625578685
404	0.01623946115
405	0.01622754473
406	0.01620283096
407	0.01619295065
408	0.01617893068
409	0.01616530662
410	0.0161417272
411	0.01612301783
412	0.01609714671
413	0.01607702057
414	0.01606856257
415	0.01605886177
416	0.01604317601
417	0.01602326707
418	0.01600883606
419	0.0159973392
420	0.0159754466
421	0.01595650624
422	0.01593462762
423	0.01591660698
424	0.01590811536
425	0.01589913608
426	0.01587590959
427	0.01585907823
428	0.01583525138
429	0.01582461016
430	0.01580840925
431	0.01579396299
432	0.01578256056
433	0.01577164594
434	0.01573998209
435	0.01571762446
436	0.01570466028
437	0.01568597009
438	0.01567310362
439	0.01566619381
440	0.01564746829
441	0.01562098869
442	0.01561235732
443	0.015593043
444	0.01557120628
445	0.01555925961
446	0.01554045882
447	0.01552885518
448	0.01551775616
449	0.01549701891
450	0.01548540441
451	0.01547472167
452	0.01545790165
453	0.01544208655
454	0.01542729104
455	0.01541493923
456	0.01540442301
457	0.01538778804
458	0.01535465266
459	0.01534102815
460	0.01532618645
461	0.0153038722
462	0.01529912109
463	0.01528936817
464	0.01528233939
465	0.01527119143
466	0.01525523297
467	0.01524412706
468	0.01522403614
469	0.01521081115
470	0.0151983605
471	0.01518140466
472	0.0151714768
473	0.01514981683
474	0.01514259674
475	0.01513332463
476	0.01512250277
477	0.01511561963
478	0.0151006877
479	0.01508656229
480	0.01507634666
481	0.01505076
482	0.01504024666
483	0.01502816623
484	0.01500972299
485	0.01500270851
486	0.01499831276
487	0.01498866772
488	0.01497609433
489	0.01495959141
490	0.0149445427
491	0.01493765844
492	0.01493056734
493	0.01492031825
494	0.014910647
495	0.01490510148
496	0.01489170599
497	0.01487884356
498	0.01486180203
499	0.01485165314
