split,runs,RMSE_mean,RMSE_std,RMSE_ci95,MAE_mean,MAE_std,MAE_ci95,R2_mean,R2_std,R2_ci95
test,3,0.09035905531912643,0.0038719296109269545,0.004381500822177842,0.07660935074090958,0.004404336160241239,0.004983975548725088,-0.30715946356455487,0.11327042495673871,0.12817755226639296
val,3,0.07896528245548305,0.000563157563916784,0.0006372727754021171,0.06184731423854828,0.000751422169007748,0.0008503142314412844,-0.04402856032053629,0.014861490859292264,0.01681736006641624
