metric,mean,std,ci95
rmse,0.039317614044231175,0.001812955282203071,0.002051552031609046
mae,0.027626827736017604,0.001074477586159766,0.001215885850270818
r2,0.7345852461754004,0.02460113226080736,0.027838801852967564
