metric,mean,std,ci95
rmse,0.028471837151889452,0.0003356418552975114,0.00029420305777943823
mae,0.017229050777142325,0.0002020083681123506,0.00017706814170422258
r2,0.860999981922351,0.003265897227158467,0.0028626851373221266
