metric,mean,std,ci95
rmse,0.028640526260243642,1.1597222855998594e-05,1.3123493086015223e-05
mae,0.017839384620225288,4.4669615797483144e-05,5.054842882233714e-05
r2,0.8593636361514401,0.00011390517186367752,0.00012889583600966622
