seed,split,rmse,mae,r2
42,val,0.028212742601964116,0.018675903162201204,0.8686947130472705
42,test,0.028994294033851262,0.018724543911919182,0.855867914083211
52,val,0.027832786638928613,0.018791295982708105,0.8722076134686958
52,test,0.029436665825724528,0.019077753873467784,0.8514362580896129
62,val,0.027322476051965836,0.018264370442847597,0.8768507679757614
62,test,0.029091735636906264,0.018420989754649373,0.8548975120300422
