seed,split,rmse,mae,r2
42,val,0.026993395960836164,0.017872974844492878,0.8797993958389749
42,test,0.028988235393386266,0.018091602312270725,0.8559281433994029
52,val,0.027024647354996264,0.01781071044094977,0.8795209120974765
52,test,0.029294561705232244,0.018284288106513176,0.8528671648757961
62,val,0.027172297618896713,0.01793976092521495,0.8782008309343753
62,test,0.029174642586423556,0.018058745071836923,0.8540692942418614
